CookerStat, GenerateAssetRegistry=0.037704, Initialize=0.198361, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_D2__DCF540380442698E832A4B73EE0816A6D2A3F0E8, StartTime=2016.06.02-18.46.11, HierarchicalDDC=, DataSize=925961, Duration=8.567240, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_8, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Floor_Begin02.uasset, AutoPackageBackupDelegate=0.171311, FlushAsyncLoading=0.006150, FlushStreamingFunc=0.067621, BlockTillAllRequestsFinished=0.006147, ResetLoadersForSaveUnMarkAllObjects=0.263527, TagPackageExports=0.119261, BeginCacheForCookedPlatformData=0.002868, SerializeImports=0.996724, GatherLocalizableTextData=0.252873, MarkNames=0.021309, SerializeSummary=0.023771, SerializeNames=0.079919, SerializeGatherableTextData=0.001639, BuildExportMap=0.023771, SortExportsNonSeekfree=0.009425, SortExportsSeekfreeConstructor=0.013117, SortExportsSeekfreeInner=0.831150, SortExportsSeekfree=0.005737, BuildDependencyMap=0.015166, SerializeImportMap=0.019263, SerializeExportMap=0.017215, SerializeDependencyMap=0.002459, SerializeStringAssetReferenceMap=0.003278, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.549627, SerializeExports=0.492215, SerializeBulkData=0.043850, MoveFile=10.157410, UnaccountedTime=2.212301, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_13, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_2F__94E262C11BEAB89FD177582520596DC922F8C214, StartTime=2016.06.02-20.02.07, HierarchicalDDC=, DataSize=72089, Duration=11.115610, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_14, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B3747A034AC629C8CD181FA059FCE8F__73CB6DAE5B329AEFD1CFAE7C55ED7CDB394512D6, StartTime=2016.06.02-20.02.07, HierarchicalDDC=, DataSize=21976, Duration=7.968467, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_13, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9C4A1CB3427DA1AE6B7F6282E1BFBA8__4E8EB06BD248D654D87B06027143109B3476B467, StartTime=2016.06.02-20.02.07, HierarchicalDDC=, DataSize=21976, Duration=10.459050, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_9, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/FloorEdgeC_004.uasset, AutoPackageBackupDelegate=0.483610, FlushAsyncLoading=0.024591, FlushStreamingFunc=0.180326, BlockTillAllRequestsFinished=0.014346, ResetLoadersForSaveUnMarkAllObjects=0.436477, TagPackageExports=0.099998, BeginCacheForCookedPlatformData=0.004921, SerializeImports=0.872541, GatherLocalizableTextData=0.421315, MarkNames=0.017621, SerializeSummary=0.021722, SerializeNames=0.095494, SerializeGatherableTextData=0.003278, BuildExportMap=0.031147, SortExportsNonSeekfree=0.011884, SortExportsSeekfreeConstructor=0.015166, SortExportsSeekfreeInner=1.978286, SortExportsSeekfree=0.016391, BuildDependencyMap=0.020903, SerializeImportMap=0.015166, SerializeExportMap=0.009425, SerializeDependencyMap=0.002459, SerializeStringAssetReferenceMap=0.002868, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.893890, SerializeExports=0.402462, SerializeBulkData=0.068441, MoveFile=7.492647, UnaccountedTime=2.309024, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_14, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_73__5C9486665F1412DE5C76D0EAD0E77D716D8B9966, StartTime=2016.06.02-20.03.07, HierarchicalDDC=, DataSize=72089, Duration=8.885272, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_14, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2749C03447DDDCE55C3A1C80AD91385__B251909DEEBBBA28FFF2BB38BE1D78951D6FCDAA, StartTime=2016.06.02-20.03.07, HierarchicalDDC=, DataSize=21976, Duration=9.300441, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_15, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3A4F8D9F4D93AB43AD3A7FA8180CC79__BCD589E8CCAB68C8DDCB3C3540DA11634412DF8D, StartTime=2016.06.02-20.03.07, HierarchicalDDC=, DataSize=21976, Duration=6.849203, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_10, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/FloorEdgeC_004.uasset, AutoPackageBackupDelegate=7.605762, FlushAsyncLoading=0.018444, FlushStreamingFunc=0.088934, BlockTillAllRequestsFinished=0.011064, ResetLoadersForSaveUnMarkAllObjects=0.413116, TagPackageExports=0.134427, BeginCacheForCookedPlatformData=0.004917, SerializeImports=1.541399, GatherLocalizableTextData=0.334837, MarkNames=0.013527, SerializeSummary=0.018034, SerializeNames=0.088524, SerializeGatherableTextData=0.002868, BuildExportMap=0.027459, SortExportsNonSeekfree=0.011474, SortExportsSeekfreeConstructor=0.150003, SortExportsSeekfreeInner=1.354922, SortExportsSeekfree=0.007786, BuildDependencyMap=0.014756, SerializeImportMap=0.015981, SerializeExportMap=0.007380, SerializeDependencyMap=0.002049, SerializeStringAssetReferenceMap=0.002459, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.658638, SerializeExports=0.445083, SerializeBulkData=0.122134, MoveFile=7.049613, UnaccountedTime=2.394680, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_16, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_85__FF249C918D9B7EF7A340C4B7861935EC6CD49230, StartTime=2016.06.02-20.04.05, HierarchicalDDC=, DataSize=72089, Duration=6.958220, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_15, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0E650B554FB724A24AC5ED8D4A9F4F5__3B958F0B90F68AF62762EB69583260DA87005A0F, StartTime=2016.06.02-20.04.05, HierarchicalDDC=, DataSize=21864, Duration=7.516008, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_15, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_491635E84703912143D7B0BE07757C6__F487EA1E6298A15B0AD7416A4EE6EC6D091B44E5, StartTime=2016.06.02-20.04.05, HierarchicalDDC=, DataSize=21864, Duration=5.993463, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_11, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/FloorEdgeC_004.uasset, AutoPackageBackupDelegate=1.957387, FlushAsyncLoading=0.005327, FlushStreamingFunc=0.064343, BlockTillAllRequestsFinished=0.006557, ResetLoadersForSaveUnMarkAllObjects=0.179101, TagPackageExports=0.034425, BeginCacheForCookedPlatformData=0.001229, SerializeImports=0.585657, GatherLocalizableTextData=0.243034, MarkNames=0.006966, SerializeSummary=0.011478, SerializeNames=0.059016, SerializeGatherableTextData=0.001229, BuildExportMap=0.019673, SortExportsNonSeekfree=0.008196, SortExportsSeekfreeConstructor=0.065573, SortExportsSeekfreeInner=0.665165, SortExportsSeekfree=0.003282, BuildDependencyMap=0.008605, SerializeImportMap=0.009838, SerializeExportMap=0.006147, SerializeDependencyMap=0.001229, SerializeStringAssetReferenceMap=0.001639, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.301670, SerializeExports=0.279918, SerializeBulkData=0.049591, MoveFile=5.603295, UnaccountedTime=1.985252, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_16, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_1B__9DE2A62AAA096DD5FA1DEB8FA9464C77604CFC6F, StartTime=2016.06.02-20.12.40, HierarchicalDDC=, DataSize=63257, Duration=5.635262, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_17, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F194760C4AB1E92AE17C36AB4033C24__64CFEB37E33515748889B5244E0BC94FB5FA9536, StartTime=2016.06.02-20.12.40, HierarchicalDDC=, DataSize=18488, Duration=6.116003, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_16, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_1B__33FD37C2FB48E4ADA2D97533990FD72ED3BC178C, StartTime=2016.06.02-20.12.42, HierarchicalDDC=, DataSize=60849, Duration=6.777890, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_17, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B21B3B1E4C34E2E2E2B1ECB1ED80CA6__9CD6ED061B706F798B85A46FDDC10DDD56480A36, StartTime=2016.06.02-20.12.42, HierarchicalDDC=, DataSize=18488, Duration=7.456172, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_12, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/FloorEdgeC_002.uasset, AutoPackageBackupDelegate=6.283626, FlushAsyncLoading=0.013523, FlushStreamingFunc=0.071313, BlockTillAllRequestsFinished=0.010654, ResetLoadersForSaveUnMarkAllObjects=0.670906, TagPackageExports=0.054918, BeginCacheForCookedPlatformData=0.002049, SerializeImports=0.666395, GatherLocalizableTextData=0.270903, MarkNames=0.009015, SerializeSummary=0.013936, SerializeNames=0.070494, SerializeGatherableTextData=0.001229, BuildExportMap=0.022948, SortExportsNonSeekfree=0.010248, SortExportsSeekfreeConstructor=0.063933, SortExportsSeekfreeInner=0.747543, SortExportsSeekfree=0.004098, BuildDependencyMap=0.010658, SerializeImportMap=0.018854, SerializeExportMap=0.008196, SerializeDependencyMap=0.002049, SerializeStringAssetReferenceMap=0.002049, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.205770, SerializeExports=0.454098, SerializeBulkData=0.084426, MoveFile=9.211097, UnaccountedTime=2.175417, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_18, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_DE__C21E765CA2A071174011462DC2C990767BAC402D, StartTime=2016.06.02-20.21.31, HierarchicalDDC=, DataSize=36921, Duration=7.585272, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_18, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8C40D4F1493353F000F9D481578E8C9__0F956F5CA9658917DDD112A4A2068492BC9ECA19, StartTime=2016.06.02-20.21.31, HierarchicalDDC=, DataSize=11252, Duration=6.127477, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_17, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9A07D0334AA805D4CF76C88B3EDAC6C__C9D30BDDBFEEFDDD5F0EFFE2AE4B4899FB8E7CDC, StartTime=2016.06.02-20.21.31, HierarchicalDDC=, DataSize=11252, Duration=8.766014, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_13, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Pipes_Divider003.uasset, AutoPackageBackupDelegate=0.128690, FlushAsyncLoading=0.005327, FlushStreamingFunc=0.077870, BlockTillAllRequestsFinished=0.008196, ResetLoadersForSaveUnMarkAllObjects=0.220492, TagPackageExports=0.051230, BeginCacheForCookedPlatformData=0.001639, SerializeImports=0.579100, GatherLocalizableTextData=0.164755, MarkNames=0.006557, SerializeSummary=0.014346, SerializeNames=0.056557, SerializeGatherableTextData=0.000820, BuildExportMap=0.019263, SortExportsNonSeekfree=0.007786, SortExportsSeekfreeConstructor=0.108197, SortExportsSeekfreeInner=0.718035, SortExportsSeekfree=0.003278, BuildDependencyMap=0.009015, SerializeImportMap=0.008199, SerializeExportMap=0.005737, SerializeDependencyMap=0.001639, SerializeStringAssetReferenceMap=0.002049, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.168884, SerializeExports=0.295494, SerializeBulkData=0.036065, MoveFile=5.277887, UnaccountedTime=2.006970, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_19, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_BE__282897658AE930E398650529F710DE6565756FA2, StartTime=2016.06.02-20.23.46, HierarchicalDDC=, DataSize=36921, Duration=9.263967, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_19, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_706D023142E32278407297BD98D4B49__53154FE6A8A6DF3A5752B571455CCB0A3AD97D3A, StartTime=2016.06.02-20.23.46, HierarchicalDDC=, DataSize=11252, Duration=20.516052, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_18, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_290A0C014B3090BCAD70A38EF233A78__E2EAB66C392AA99843B2935DC0957AA86074C820, StartTime=2016.06.02-20.23.46, HierarchicalDDC=, DataSize=11252, Duration=20.144739, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_14, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Pipes_Divider003.uasset, AutoPackageBackupDelegate=9.121344, FlushAsyncLoading=0.014752, FlushStreamingFunc=0.070494, BlockTillAllRequestsFinished=0.006966, ResetLoadersForSaveUnMarkAllObjects=0.261068, TagPackageExports=0.058200, BeginCacheForCookedPlatformData=0.002459, SerializeImports=0.812296, GatherLocalizableTextData=0.245493, MarkNames=0.008196, SerializeSummary=0.016395, SerializeNames=0.066392, SerializeGatherableTextData=0.001639, BuildExportMap=0.020493, SortExportsNonSeekfree=0.007786, SortExportsSeekfreeConstructor=0.008609, SortExportsSeekfreeInner=0.658609, SortExportsSeekfree=0.004508, BuildDependencyMap=0.008605, SerializeImportMap=0.012293, SerializeExportMap=0.005737, SerializeDependencyMap=0.001643, SerializeStringAssetReferenceMap=0.002049, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.746755, SerializeExports=0.250001, SerializeBulkData=0.038527, MoveFile=5.384855, UnaccountedTime=2.055746, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_20, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0E10DD054196B8C0156A66BDB8CA49BE__1_0_13123_0, StartTime=2016.06.02-20.27.04, HierarchicalDDC=, DataSize=347, Duration=5.599197, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_19, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E583AB7C45AF452856D69E9CC231C611__1_0_13123_0, StartTime=2016.06.02-20.27.04, HierarchicalDDC=, DataSize=437, Duration=6.006576, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_20, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5BF67B274676B4573D626B8AE85930CC__1_0_13123_0, StartTime=2016.06.02-20.27.04, HierarchicalDDC=, DataSize=347, Duration=6.052889, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_21, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A761A2F8461B6FA440C74ABC3174B09D__1_0_13123_0, StartTime=2016.06.02-20.28.14, HierarchicalDDC=, DataSize=347, Duration=2.596319, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_21, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_32A1E115473F78AEE2AF8198B30DAA46__1_0_13123_0, StartTime=2016.06.02-20.28.14, HierarchicalDDC=, DataSize=437, Duration=3.633209, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_20, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_AF35531B4DB7BE6F0DC39F8A398D2BB8__1_0_13123_0, StartTime=2016.06.02-20.28.14, HierarchicalDDC=, DataSize=347, Duration=2.275828, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_15, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Maps/RunawayMap.umap, AutoPackageBackupDelegate=52.978863, FlushAsyncLoading=0.026230, FlushStreamingFunc=0.154506, BlockTillAllRequestsFinished=0.017215, ResetLoadersForSaveUnMarkAllObjects=69.301048, TagPackageExports=7.038139, BeginCacheForCookedPlatformData=0.006557, SerializeImports=9.725035, GatherLocalizableTextData=47.392776, MarkNames=0.379510, SerializeSummary=0.021718, SerializeNames=0.802051, SerializeGatherableTextData=0.021312, BuildExportMap=0.731971, SortExportsNonSeekfree=4.083619, SortExportsSeekfreeConstructor=0.063937, SortExportsSeekfreeInner=25.783278, SortExportsSeekfree=0.009019, BuildDependencyMap=0.416394, SerializeImportMap=0.083197, SerializeExportMap=0.152461, SerializeDependencyMap=0.034835, SerializeStringAssetReferenceMap=0.002459, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.766814, SerializeExports=23.564011, SerializeBulkData=1915.161621, MoveFile=9.094291, UnaccountedTime=6.990597, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_22, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_64__0AB81614CFB7E4A14E0054196F06EC58FB84D3FC, StartTime=2016.06.02-20.38.52, HierarchicalDDC=, DataSize=152049, Duration=20.929575, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_22, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_59C642514467A96B41696E93765DD38__12B8D6642D1F4689D15519E0B15697A95A9C6C65, StartTime=2016.06.02-20.38.52, HierarchicalDDC=, DataSize=38900, Duration=16.766857, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_21, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_843197C34B320B9F4BA85A8C686ACE8__888D5AC90EF6CB236A6FDBFD127E8B021CA5301F, StartTime=2016.06.02-20.38.52, HierarchicalDDC=, DataSize=41278, Duration=13.729140, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_23, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_64__ADE8F15AB3373DD98462B8F13615E65FC7378139, StartTime=2016.06.02-20.38.52, HierarchicalDDC=, DataSize=152049, Duration=11.341431, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_23, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B2F4754341822AC8DF8256BF9E010BD__DBB24B0E66065FA740D1CEFACBC878D9C81AECA6, StartTime=2016.06.02-20.38.52, HierarchicalDDC=, DataSize=41278, Duration=10.606590, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_16, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Building_LowerWall001.uasset, AutoPackageBackupDelegate=6.837726, FlushAsyncLoading=0.011887, FlushStreamingFunc=0.095900, BlockTillAllRequestsFinished=0.011068, ResetLoadersForSaveUnMarkAllObjects=0.565164, TagPackageExports=0.047132, BeginCacheForCookedPlatformData=0.001639, SerializeImports=0.775002, GatherLocalizableTextData=0.681151, MarkNames=0.020903, SerializeSummary=0.020899, SerializeNames=0.117216, SerializeGatherableTextData=0.002459, BuildExportMap=0.040162, SortExportsNonSeekfree=0.019673, SortExportsSeekfreeConstructor=0.013933, SortExportsSeekfreeInner=0.915170, SortExportsSeekfree=0.005327, BuildDependencyMap=0.013113, SerializeImportMap=0.011068, SerializeExportMap=0.006966, SerializeDependencyMap=0.001639, SerializeStringAssetReferenceMap=0.002049, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.990608, SerializeExports=0.331149, SerializeBulkData=0.084836, MoveFile=5.389362, UnaccountedTime=2.080336, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId0C2D48A04AE21BAECF304C9EA2B6E32B_24, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_70__571F39C19F970E283AE134403321EA5384B52B8E, StartTime=2016.06.02-21.04.34, HierarchicalDDC=, DataSize=297553, Duration=7.097565, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId929E05224E5044D481CAE1BC1A27B275_22, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_114948334C235A8228A1D3A37A5C5E0__A9CD3A11B5A7882136E37DBF93D2CD11A43E163A, StartTime=2016.06.02-21.04.34, HierarchicalDDC=, DataSize=84932, Duration=11.206597, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
DDCTransactionId71367DB4491E464605251CB0222EE80F_24, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E64F30CA48B0D231F5EFB89C0A2CF4D__1C71276A20B00C884FA3136941756CB6968C3C97, StartTime=2016.06.02-21.04.34, HierarchicalDDC=, DataSize=84932, Duration=12.960694, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_17, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Building_LowerWall004.uasset, AutoPackageBackupDelegate=0.140574, FlushAsyncLoading=0.004508, FlushStreamingFunc=0.078280, BlockTillAllRequestsFinished=0.009015, ResetLoadersForSaveUnMarkAllObjects=0.191394, TagPackageExports=0.052050, BeginCacheForCookedPlatformData=0.001639, SerializeImports=0.633609, GatherLocalizableTextData=0.199180, MarkNames=0.007786, SerializeSummary=0.016805, SerializeNames=0.063524, SerializeGatherableTextData=0.001229, BuildExportMap=0.022952, SortExportsNonSeekfree=0.009015, SortExportsSeekfreeConstructor=0.009838, SortExportsSeekfreeInner=0.730738, SortExportsSeekfree=0.003688, BuildDependencyMap=0.009838, SerializeImportMap=0.024181, SerializeExportMap=0.010248, SerializeDependencyMap=0.001639, SerializeStringAssetReferenceMap=0.002049, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.438561, SerializeExports=0.401638, SerializeBulkData=0.257377, MoveFile=6.019279, UnaccountedTime=3.659438, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
SavePackageTransactionId848B37994FEED1B788EDBDA58A936B20_18, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Maps/RunawayMap.umap, AutoPackageBackupDelegate=52.250580, FlushAsyncLoading=0.014346, FlushStreamingFunc=0.106968, BlockTillAllRequestsFinished=0.009425, ResetLoadersForSaveUnMarkAllObjects=44.492359, TagPackageExports=7.080350, BeginCacheForCookedPlatformData=0.005737, SerializeImports=12.240615, GatherLocalizableTextData=54.604687, MarkNames=0.453688, SerializeSummary=0.033200, SerializeNames=1.002461, SerializeGatherableTextData=0.027869, BuildExportMap=1.022544, SortExportsNonSeekfree=5.691413, SortExportsSeekfreeConstructor=0.089753, SortExportsSeekfreeInner=29.915262, SortExportsSeekfree=0.018034, BuildDependencyMap=0.846725, SerializeImportMap=0.105739, SerializeExportMap=0.181556, SerializeDependencyMap=0.056148, SerializeStringAssetReferenceMap=0.010245, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.388125, SerializeExports=29.711985, SerializeBulkData=1836.681885, MoveFile=11.634465, UnaccountedTime=3.161077, RunGuid=RunID2F53122C4D28D15E0E1F7C9AC46E8E93
