CookerStat, GenerateAssetRegistry=0.023771, Initialize=0.127051, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId6D1456914F53896EE65AA8A7E85FD39D_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_74__C918ABE122CB638A8BA4310A9D3A80838CCEC446, StartTime=2016.06.13-16.48.31, HierarchicalDDC=, DataSize=8681, Duration=5.195502, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
SavePackageTransactionId4E2E87F9430E838CDFAC1E88A2D49925_8, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/TempAssets/Scene.uasset, AutoPackageBackupDelegate=8.495510, FlushAsyncLoading=0.015166, FlushStreamingFunc=0.089753, BlockTillAllRequestsFinished=0.007376, ResetLoadersForSaveUnMarkAllObjects=0.577461, TagPackageExports=0.031967, BeginCacheForCookedPlatformData=0.001643, SerializeImports=0.631966, GatherLocalizableTextData=0.335246, MarkNames=0.007790, SerializeSummary=0.012293, SerializeNames=0.069674, SerializeGatherableTextData=0.001229, BuildExportMap=0.023361, SortExportsNonSeekfree=0.009835, SortExportsSeekfreeConstructor=0.007786, SortExportsSeekfreeInner=0.722952, SortExportsSeekfree=0.004098, BuildDependencyMap=0.009838, SerializeImportMap=0.011474, SerializeExportMap=0.007376, SerializeDependencyMap=0.001229, SerializeStringAssetReferenceMap=0.002049, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.738954, SerializeExports=0.449590, SerializeBulkData=0.052460, MoveFile=5.163126, UnaccountedTime=1.643859, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionIdB50CC0E54FC2A4096C5A2690339D65D3_15, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_8F__EE518B8ABE9F82DEAAC662B2985BD2D10D45DCB0, StartTime=2016.06.13-17.04.44, HierarchicalDDC=, DataSize=34417, Duration=7.672966, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId6D1456914F53896EE65AA8A7E85FD39D_13, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E1D65474484D8C0583480A930F2AE31__F9EBD4DFEABC118F0BE51CD4FAF722611750114C, StartTime=2016.06.13-17.04.44, HierarchicalDDC=, DataSize=8732, Duration=6.679114, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId9BB3456D462DD567C205F6B7FDCFDD25_14, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_33C5BC9F4D3EB4D47ACB649DAEEBC6F__970369427E33E21DCC6ACBF770AAC6EAAC8B8EEE, StartTime=2016.06.13-17.04.44, HierarchicalDDC=, DataSize=9417, Duration=6.388128, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
SavePackageTransactionId4E2E87F9430E838CDFAC1E88A2D49925_9, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Floor_Area2.uasset, AutoPackageBackupDelegate=0.154916, FlushAsyncLoading=0.004917, FlushStreamingFunc=0.045903, BlockTillAllRequestsFinished=0.003688, ResetLoadersForSaveUnMarkAllObjects=0.161476, TagPackageExports=0.038937, BeginCacheForCookedPlatformData=0.001639, SerializeImports=0.481967, GatherLocalizableTextData=0.220083, MarkNames=0.006557, SerializeSummary=0.011887, SerializeNames=0.069261, SerializeGatherableTextData=0.001229, BuildExportMap=0.018444, SortExportsNonSeekfree=0.007376, SortExportsSeekfreeConstructor=0.008609, SortExportsSeekfreeInner=0.646312, SortExportsSeekfree=0.002868, BuildDependencyMap=0.008196, SerializeImportMap=0.010248, SerializeExportMap=0.006147, SerializeDependencyMap=0.001639, SerializeStringAssetReferenceMap=0.001639, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.540591, SerializeExports=0.353280, SerializeBulkData=0.039753, MoveFile=6.486900, UnaccountedTime=1.854099, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId9BB3456D462DD567C205F6B7FDCFDD25_15, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_96__FEBFB4419402EAC16308489C92D924A9C9088EC1, StartTime=2016.06.13-17.06.00, HierarchicalDDC=, DataSize=34385, Duration=7.138949, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionIdB50CC0E54FC2A4096C5A2690339D65D3_16, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_536367A6476028C922F63FBF9DD138B__B4FE6CAF0D322DE0AAD0827FCA1CEF438C0DCFAB, StartTime=2016.06.13-17.06.00, HierarchicalDDC=, DataSize=8624, Duration=6.520916, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId6D1456914F53896EE65AA8A7E85FD39D_14, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3350F43D4273E04DA8B2678426EE611__F893159797A017DEB7FE0A53427E6145D80B3711, StartTime=2016.06.13-17.06.00, HierarchicalDDC=, DataSize=8946, Duration=6.672554, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
SavePackageTransactionId4E2E87F9430E838CDFAC1E88A2D49925_10, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Floor_Area2.uasset, AutoPackageBackupDelegate=4.639354, FlushAsyncLoading=0.010654, FlushStreamingFunc=0.163935, BlockTillAllRequestsFinished=0.006560, ResetLoadersForSaveUnMarkAllObjects=0.178687, TagPackageExports=0.029508, BeginCacheForCookedPlatformData=0.000820, SerializeImports=0.705328, GatherLocalizableTextData=0.335656, MarkNames=0.007790, SerializeSummary=0.013113, SerializeNames=0.070494, SerializeGatherableTextData=0.001639, BuildExportMap=0.018850, SortExportsNonSeekfree=0.008609, SortExportsSeekfreeConstructor=0.071719, SortExportsSeekfreeInner=0.897955, SortExportsSeekfree=0.004917, BuildDependencyMap=0.009425, SerializeImportMap=0.006970, SerializeExportMap=0.004917, SerializeDependencyMap=0.001639, SerializeStringAssetReferenceMap=0.002459, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.260263, SerializeExports=0.285655, SerializeBulkData=0.027049, MoveFile=4.691813, UnaccountedTime=1.591805, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId6D1456914F53896EE65AA8A7E85FD39D_15, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_3C__20CDF16B4D8EB7106C2233CA55781730E3A77391, StartTime=2016.06.13-17.29.59, HierarchicalDDC=, DataSize=1273, Duration=6.965999, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId9BB3456D462DD567C205F6B7FDCFDD25_16, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B442DEA2455E965059EE39ADA513881__B1412B0ACAAB908D10D0E36DA9168C87D77C135E, StartTime=2016.06.13-17.29.59, HierarchicalDDC=, DataSize=786, Duration=6.680340, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionIdB50CC0E54FC2A4096C5A2690339D65D3_17, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_613EA18C44C8B01A58D2E4BE748E557__98AF4962401069ED1DCE390E65410C14D15D7383, StartTime=2016.06.13-17.29.59, HierarchicalDDC=, DataSize=1676, Duration=8.288130, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
SavePackageTransactionId4E2E87F9430E838CDFAC1E88A2D49925_11, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Platform_Area002.uasset, AutoPackageBackupDelegate=0.213526, FlushAsyncLoading=0.015575, FlushStreamingFunc=0.164751, BlockTillAllRequestsFinished=0.012297, ResetLoadersForSaveUnMarkAllObjects=0.284016, TagPackageExports=0.056148, BeginCacheForCookedPlatformData=0.001229, SerializeImports=0.709016, GatherLocalizableTextData=0.239346, MarkNames=0.008605, SerializeSummary=0.018854, SerializeNames=0.083607, SerializeGatherableTextData=0.001639, BuildExportMap=0.021312, SortExportsNonSeekfree=0.009425, SortExportsSeekfreeConstructor=0.010658, SortExportsSeekfreeInner=0.818852, SortExportsSeekfree=0.003688, BuildDependencyMap=0.011887, SerializeImportMap=0.008605, SerializeExportMap=0.007376, SerializeDependencyMap=0.002049, SerializeStringAssetReferenceMap=0.003688, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.360267, SerializeExports=0.434428, SerializeBulkData=0.020493, MoveFile=7.900018, UnaccountedTime=3.136892, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId9BB3456D462DD567C205F6B7FDCFDD25_17, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_5E__6486E7B5E3D3A9F9AB6CF1CDE7526A6A4E5C99EC, StartTime=2016.06.13-17.30.55, HierarchicalDDC=, DataSize=1273, Duration=5.488537, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionIdB50CC0E54FC2A4096C5A2690339D65D3_18, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_295704CC43FB3216BA2783BDBCC0875__F46D83AA0F51B0AF89C524AAE5275DC9157ABFF7, StartTime=2016.06.13-17.30.55, HierarchicalDDC=, DataSize=786, Duration=5.313125, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
DDCTransactionId6D1456914F53896EE65AA8A7E85FD39D_16, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F3FA53DE4D13E4DFE91659B7D0CA362__47B2FF1B7E770C8C5670C781C3BD5F3CDC571848, StartTime=2016.06.13-17.30.55, HierarchicalDDC=, DataSize=1232, Duration=7.216409, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
SavePackageTransactionId4E2E87F9430E838CDFAC1E88A2D49925_12, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Assets/Models/Platform_Area002.uasset, AutoPackageBackupDelegate=6.320506, FlushAsyncLoading=0.011884, FlushStreamingFunc=0.058196, BlockTillAllRequestsFinished=0.006150, ResetLoadersForSaveUnMarkAllObjects=0.200000, TagPackageExports=0.031147, BeginCacheForCookedPlatformData=0.001229, SerializeImports=0.588115, GatherLocalizableTextData=0.331968, MarkNames=0.006966, SerializeSummary=0.011068, SerializeNames=0.069670, SerializeGatherableTextData=0.000820, BuildExportMap=0.018854, SortExportsNonSeekfree=0.007786, SortExportsSeekfreeConstructor=0.066806, SortExportsSeekfreeInner=0.632375, SortExportsSeekfree=0.003282, BuildDependencyMap=0.007376, SerializeImportMap=0.006557, SerializeExportMap=0.005737, SerializeDependencyMap=0.001229, SerializeStringAssetReferenceMap=0.001639, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.959448, SerializeExports=0.289343, SerializeBulkData=0.014346, MoveFile=4.980747, UnaccountedTime=1.706153, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
SavePackageTransactionId4E2E87F9430E838CDFAC1E88A2D49925_13, Filename=../../../../../../Users/Alvin/Documents/Unreal Projects/RunawayGame/Runaway-Game/Content/Maps/RunawayMap.umap, AutoPackageBackupDelegate=89.025177, FlushAsyncLoading=0.017215, FlushStreamingFunc=0.090163, BlockTillAllRequestsFinished=0.007786, ResetLoadersForSaveUnMarkAllObjects=39.664425, TagPackageExports=8.486490, BeginCacheForCookedPlatformData=0.005331, SerializeImports=12.147565, GatherLocalizableTextData=66.679642, MarkNames=0.584018, SerializeSummary=0.023361, SerializeNames=1.020901, SerializeGatherableTextData=0.044674, BuildExportMap=1.000002, SortExportsNonSeekfree=6.517228, SortExportsSeekfreeConstructor=0.093032, SortExportsSeekfreeInner=32.757038, SortExportsSeekfree=0.021718, BuildDependencyMap=0.523362, SerializeImportMap=0.093441, SerializeExportMap=0.197954, SerializeDependencyMap=0.055738, SerializeStringAssetReferenceMap=0.002868, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.004106, SerializeExports=38.058277, SerializeBulkData=3793.800049, MoveFile=13.079535, UnaccountedTime=2.297953, RunGuid=RunID7F7A934C43BB608D79E3D18454EE434D
